AllowedStartingMaterialId,Type,ConceptId,Description,Manufacturer,Brand,Strength,Size,ApprovedStatus,ActionOnReceipt,Dose,Location,FirstChoiceForPicking
C77A976F-725B-4F3F-976F-72C1940FAB93,1,fb355fde-ffb7-4a5a-96d0-5b3b2ca66a51,NULL,NULL,NULL,NULL,NULL,0,Quarantine - Check codes (Straight to Stock),NULL,,0
420A3AE1-1020-4B7A-98CB-72E54281FE2F,0,68887009,NULL,Hospira (Pfizer),NULL,25 mg/mL,40 mL,1,Quarantine - Check codes (Straight to Stock),1000 mg,,0
C45A8C40-7079-46E7-881E-73208DD106B5,0,319810004,NULL,Pfizer Ltd.,NULL,10 mg/ml,10 ml,1,Straight to Stock,100 mg,,0
53DCDBE9-7F75-4AE2-ADF1-7322979803CF,2,NULL,100mmx38mm Cyto Label,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
E6446B8C-7F0D-43A7-80BA-733C602EB9DE,0,108809006,NULL,Napp Pharmaceuticals (CellTrion),NULL,10 mg/mL,50 mL,1,Straight to Stock,500 mg,,0
8C776E78-0650-4BF1-AC66-73B0B3B8095B,0,68887009,NULL,Hospira (Pfizer),NULL,25 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),250 mg,,0
33F2D053-CBBC-4B80-BF28-73B4715E98ED,0,71759000,NULL,MERCK SERONO,NULL,1 mg/mL,50 mL,0,Quarantine - Check codes (Straight to Stock),50 mg,,0
5C61BFA3-22A2-4834-B02E-73CFC4E4085F,1,11152d7d-0738-4422-aa2f-df1c6cfdca18,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
1A448768-C5C8-4298-8B9C-74A00F06254C,1,bf97cd3e-059d-4a03-9925-7ea325ed23ca,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
B4A36BD4-0385-44A3-95AF-74CC7A468560,0,84812008,NULL,Leo,NULL,1000 IU/mL,20 mL,0,Quarantine - Check codes (Straight to Stock),20000 IU,,0
79D0606D-41A4-44D1-8F6A-74D460897E25,1,a971436a-94bd-487e-984e-a9923d34f6fb,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
04562F51-37B3-440A-9060-74EDDEC886BE,0,57066004,NULL,Accord,NULL,1 mg/mL,100 mL,1,Straight to Stock,100 mg,AC-C04,0
417F1628-FD75-4076-B903-75237305F922,0,32888011000001103,NULL,Janssen-Cilag,NULL,20 mg/mL,5 mL,1,Straight to Stock,100 mg,BA-A03,0
074D2E2A-A102-4380-B1E5-754AE5BB9171,0,56928005,NULL,Fresenius Kabi,NULL,20 mg/mL,25 mL,1,Straight to Stock,500 mg,AK-A01,0
42851081-D48B-410E-8853-75568814ACFB,0,68444001,NULL,Medac,NULL,2 mg/mL,75 mL,1,Quarantine - Check codes (Straight to Stock),150 mg,,0
3322EDC9-EDCA-47BF-9485-7562573ACBD1,0,330733008,NULL,Fresenius Kabi,NULL,N/A,500 mL,0,Quarantine - Check codes (Straight to Stock),500 mL,,0
160C7D9D-39BB-40B6-A0B9-7567B71F9CE8,0,349848009,NULL,Sandoz,NULL,2 mg/mL,50 mL,0,Quarantine - Check codes (Straight to Stock),100 mg,,0
D51D4071-5FB9-4952-B6FA-7567E7CF25B2,1,bb37991e-62c0-426e-955e-1d1350fc872f,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
29AE6522-9E05-4F6A-9DDA-7592988705C5,1,9e7606ac-3815-4e3d-810d-d2adc20fb1df,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-A05,0
4F3088DA-FFAB-4DEF-9E9D-75DFAB97CC89,0,89265009,NULL,Pfizer,NULL,20 mg/mL,5 mL,1,Straight to Stock,100 mg,,0
00471BDF-C1B8-41AC-8EA6-75F5FA8531C6,0,12436009,NULL,Genus,NULL,1mg/mL,10 mL,0,Quarantine - Check codes (Straight to Stock)," 10mg",,0
63AEE3C6-7068-4D64-817A-7613C0EA91B0,1,b5ee5183-0df0-4e4e-a4f7-c09aaba34971,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
F27C3578-754D-4D3C-9E82-768F0662B422,0,108759002,NULL,Accord,NULL,10 mg/mL,45 mL,1,Straight to Stock,450 mg,AG-D02,0
DC7F3E4B-347D-49F5-A26C-76F59536D4FC,0,74074008,NULL,Actavis,NULL,4 mg/mL,2.5 mL,0,Quarantine - Check codes (Straight to Stock),10 mg,,0
B88C7097-A735-4909-B9B6-77121AEB005F,1,df594a75-5c23-4e4d-bcf1-60bbe1c3654c,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
CC9A9866-A45F-48B4-8C19-776179E6BA42,0,443764006,NULL,Roche,NULL,N/A,15ml,1,Quarantine - Check codes (Straight to Stock),1200mg/600mg,,0
2FD0957F-9796-471B-BD67-77D7074A246F,0,23079006,NULL,TEVA,NULL,1 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),5 mg,,0
1A2461A9-C7BC-40AF-99C3-77EE3A7CB2A3,1,aa98eebd-9e06-4ead-a570-09cc025dc65f,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
54FBC6C5-EDE2-467D-AD5A-78143169F42F,1,baa96077-7383-4839-8d97-f67de597bf40,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
A0827D6B-9D92-4807-947C-787A7234985F,0,57670008,NULL,Infectopharm,NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),2000 mg,,0
06BFC6EF-1A5D-4527-97AC-78BF833EB8D4,1,17ffb793-2bb0-4845-86a1-a19d85265c5d,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
A8E63B35-EDF9-414B-9BE5-78E3E6261263,0,327032007,NULL,Qilu Pharma,NULL,5 mg/mL,40 mL,1,Straight to Stock,200 mg,AG-D05,0
D252A44D-6A9C-4137-AF75-798C96098669,1,e6edf20b-58a9-4208-bd49-ddc90030e4f4,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
010E2474-B681-4E70-9C9E-79CBFFFE6EAC,0,35282003,NULL,Bristol-Myers Squibb Pharmaceuticals limited,NULL,10 mg/mL,4 mL,1,Straight to Stock,40 mg,BD-C01,0
1E41C885-2A5C-4C71-BE31-79E1B5E85460,0,56928005,NULL,Actavis,NULL,20 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),100 mg,,0
F54707FA-A3A9-4EAB-A8EE-79E4F923F766,0,16698611000001100,NULL,Pierre Fabre,NULL,25 mg/mL,4 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
2F5CAD88-8020-4014-92FC-7A40AAEF479A,0,1222005,NULL,Torbay & South Devon NHS Foundation Trust,NULL,50 mcg/ml,50ml,1,Quarantine - Report to QA/QC,2500mcg,,0
A864AE9D-EBA0-4612-BCE5-7A6D5A815752,0,70702006,NULL,Demo S.A (Kent Pharmaceuticals),NULL,N/A,N/A,1,Quarantine - Report to QA/QC,500 mg,,0
448919DC-5110-44EC-9A83-7A89B9412EF6,0,54544005,NULL,Antigen/Gold Shield,NULL,50 mg/mL,1 mL,0,Quarantine - Check codes (Straight to Stock),50mg,,0
B0BF7DF4-64D4-46B8-A491-7AEE33824C4D,0,108809006,NULL,Napp Pharmaceuticals (CellTrion) - GERMAN STOCK,NULL,10 mg/mL,50 mL,0,Quarantine - Check codes (Straight to Stock),500mg,,0
07380F33-BFA8-4707-A76E-7AFD87CCB1A4,1,67a30247-7a07-4175-afeb-663777104ff7,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-C07,0
6AC51758-CDC7-45DA-B3A7-7B2838D91CB8,1,cfee3934-a057-4c9a-8494-7398b3859552,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-A01,0
307E8D22-BD03-4BB3-99F1-7B31AFFA909E,1,c538a3e1-5a14-446f-a9e7-cba7fa6cc588,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
8462F644-BBA3-460C-B352-7B58AAAA911F,0,108809004,NULL,Roche,NULL,120 mg/mL,11.7 mL,1,Straight to Stock,1400 mg,BF-D01,0
E2E1819D-2AFB-4778-B302-7C9D0F78CD3B,0,108800000,NULL,Janssen-Cilag Ltd,NULL,1 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
9BCB7F74-0159-43AB-93BA-7CA58EFE2851,1,5b8d65a5-521c-4743-b2a2-851e252e9187,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
4042263B-853A-4778-9B6F-7CBAB35D13F0,0,327032007,NULL,Hospira (Pfizer),NULL,5 mg/mL,40 mL,1,Quarantine - Check codes (Straight to Stock),200 mg,,0
B3A1E61C-B980-4483-84F7-7CD42E50F553,0,349848009,NULL,Actavis,NULL,2 mg/mL,100 mL,0,Quarantine - Check codes (Straight to Stock),200 mg,,0
2E4EA898-58A3-4F47-BBE2-7CED5F9AEE83,0,108759002,NULL,Ebewe,NULL,10 mg/mL,45 mL,0,Quarantine - Check codes (Straight to Stock),450 mg,,0
2D575D10-C63C-4E22-B1F9-7CF31CB2FEC5,0,108809006,NULL,Napp Pharmaceuticals (CellTrion),NULL,10 mg/mL,10 mL,1,Straight to Stock,100 mg,,0
9B0AFE86-886A-4246-B453-7D4760CFB0B4,0,37400007,NULL,Torbay & South Devon NHS Foundation Trust,NULL,10%,50 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
31000469-4B06-4192-8AF5-7E19B99A37C1,1,0f068b84-88a2-4dc4-9bfc-37f6783735ea,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
7093165E-8713-4EA4-975E-7E1FEDAFD85D,0,89265009,NULL,Hospira,NULL,100 mg/mL,10 mL,0,Quarantine - Check codes (Straight to Stock),1000 mg,,0
3EEE382C-1E4C-4947-BD8D-7E21A9427B00,1,307f1261-b012-4215-b3e1-dd936effe22e,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
DF8982C1-FA03-433D-8B0E-7EE938F6B8CD,1,93590615-faf4-4e81-afed-858968a836be,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
5F5F1C09-88BB-40C5-9431-7F2AD5850E7F,1,087a7652-5630-4e0c-8acd-d4bb22f11bff,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
2A87EFE2-40CC-43D2-854B-7F3081639946,0,84812008,NULL,Fannin,NULL,1000 IU/mL,20 mL,1,Straight to Stock,20000 IU,AG-B04,0
2FE727C0-E724-4B32-97AA-7F45725E17BC,1,f10e5d3d-581d-49b2-80cc-213f2b0b2c77,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
BC3B169C-3C5D-4F38-8DEB-7FB34B344F9D,0,3127006,NULL,Accord,NULL,50 mg/mL,10 mL,1,Quarantine - Report to QA/QC,500 mg,,0
C2D59EF3-2B7D-4E12-9B95-7FB4D02FDABF,0,54544005,NULL,Antigen/Gold Shield,NULL,50 mg/mL,2 mL,0,Quarantine - Check codes (Straight to Stock),100 mg,,0
18B6ED23-0CDB-4056-904B-7FF35D263DA5,0,327397006,NULL,Roche,NULL,N/A,N/A,1,Straight to Stock,150 mg,BG-D02,0
5BF47AB5-1D17-4034-A1EF-8013F1A97236,0,3127006,NULL,Accord,NULL,50 mg/mL,50 mL,1,Quarantine - Check codes (Straight to Stock),2500 mg,,0
FB31E48A-03F8-4C5C-96CA-8014FEF894DF,0,443764006,NULL,Roche,NULL,N/A,10ml,1,Quarantine - Check codes (Straight to Stock),600mg/600mg,,0
80FA8020-B0A6-4113-8A0A-80752C66CECB,0,67735003,NULL,Accord,NULL,6 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),30 mg,,0
BFAA552A-C7AD-420B-AFCC-808B20A03007,1,29e3ff1e-ca14-4d3a-903b-fe139eb2772f,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-D01,0
CDC00FA7-23A6-48E0-9651-8140E39FCB53,0,444907003,NULL,Fresenius Kabi,NULL,1 mL/mL,333 mL,0,Quarantine - Check codes (Straight to Stock),333 mL,,0
B1D85B50-9BCD-435F-99F7-81738B85C539,0,68887009,NULL,Hospira (Pfizer),NULL,100 mg/mL,10 mL,1,Straight to Stock,1000 mg,AJ-B05,0
78E8415C-A45F-4CC9-B4BC-817FF9FB685A,1,7b59c5ad-5405-480d-8d8d-c4988742599c,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,AE-B03,0
4FF6CBDE-D10A-4CA4-A3DC-818DB8EA900B,0,84812008,NULL,Wockhardt,NULL,2500 IU/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),12500 IU,,0
6E7B022B-A4EE-4C1F-8C14-8192C1D1B6A8,2,NULL,Water for Injection (Reconstituent) - 100mL,,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
FC84944D-AED5-4418-A793-819AD002E71C,1,d271dc0c-9d5b-4f5c-bcbb-ce0ae0ac70d7,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-B08,0
8D3E8954-307F-40FD-AC1B-81FA06BCDCA5,0,108791001,NULL,Baxter,NULL,2 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),20 mg,,0
B8D49A42-C741-45E8-BB7E-82313F679B54,0,35476005,NULL,Martindale,NULL,8.40%,10 mL,1,Straight to Stock,N/A,AF-B12,0
7A651636-F4A2-4D8B-A313-828B35FEFAB8,0,420155008,NULL,Added Pharma,NULL,7.45%,5000 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
23FE3EB6-4A3B-4726-B1FB-82C119043D6E,0,56928005,NULL,Accord,NULL,20 mg/mL,12.5 mL,1,Quarantine - Check codes (Straight to Stock),250 mg,,0
9C1D6454-E42B-432A-81B1-82DB2FB84112,1,204f46ea-43fd-4632-a0d4-505a3b8dffcb,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-E03,0
DFE86DF2-A1DC-4259-AC60-82E0ED047C8B,2,NULL,100mmx38mm Cyto Label,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
47C34D4A-E9DC-49F2-BC89-82E9E627671F,0,327032007,NULL,Accord,NULL,5 mg/mL,20 mL,1,Straight to Stock,100 mg,AH-C03,0
68441625-ED5B-4889-93F0-8309ED4CFB83,1,950bd54e-00ee-49eb-be75-4713dc895666,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-C01,0
777694E1-27A2-4A64-B181-831982459B81,0,346628003,NULL,Wyeth,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),4500 mg,,0
0677F993-79C2-4259-9778-832234BC1BDC,0,108811008,NULL,Actavis,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),2000 mg,,0
C488BCAD-E1AD-4FC8-9FDF-83938E4EA363,1,0286cf24-fcf1-4d8e-a20f-272fd378c4cd,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
99C19244-6E59-4B25-82B1-840A1DB0D9F7,0,33124009,NULL,Pfizer,NULL,N/A,N/A,1,Straight to Stock,5mg,,0
00EDAB0B-B0E9-4FAC-8F43-847822FDFAE4,0,35300008,NULL,Eli Lilly and Company Limited,NULL,10 mg/mL,10 mL,1,Straight to Stock,100 mg,BD-A02,0
8517ACEC-AC09-432E-90B7-84F340AEAF89,0,444649004,NULL,Roche,NULL,20 mg/mL,20 mL,1,Quarantine - Report to QA/QC,400 mg,,0
EC910797-4D33-474E-A364-852BCD858A6B,0,58883005,NULL,Pfizer,NULL,150 mg/mL,4 mL,0,Quarantine - Check codes (Straight to Stock),600 mg,,0
C7047FB4-68ED-4BBB-9ECE-8548E36BA803,0,3127006,NULL,Medac,NULL,50 mg/mL,100 mL,1,Quarantine - Report to QA/QC,5000 mg,AC-D04,0
56D6932C-91D1-40C9-BB7D-85746D7E32A8,1,c6bba88e-515f-4781-9047-bd4e04b87ddf,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-D06,0
3421A7B2-1528-492E-B564-85FBF0905BC7,1,9cf361a8-6581-41ef-b927-9c67d4e79e5d,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-E04,0
FC3C8396-6CCE-417A-8B24-86892BA66EDA,0,68887009,NULL,Hospira (Pfizer),NULL,2.5 mg/mL,2 mL,1,Straight to Stock,5 mg,AJ-B04,0
586FC028-8E43-4F67-9D30-86C900486F2D,0,108786002,NULL,Pfizer,NULL,N/A,N/A,1,Straight to Stock,5 mg,AJ-B11,0
67689957-CD5E-4C01-8E66-87005254A2F7,1,80bcf64d-1ea3-44a0-8ea6-1a1a91ac9eda,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AE-A04,0
74AADD82-6FAA-44DC-ABA6-873239313AE0,0,412329008,NULL,Mylan,NULL,N/A,N/A,1,Straight to Stock,100mg,,0
0DDB220B-2B5F-418C-B9FC-8747359F05C4,1,539c8065-e62b-4baa-9da8-2c6dac789cb2,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-A02,0
02CBDE37-F4A6-4527-A3F0-87CC90AFF61A,2,NULL,EasyCap,,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
0DDF2A51-35F2-483D-A44C-885B0EBF155D,1,f1e3d3db-d4f0-4704-bb9b-2ff49d1a9e81,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-C04,0
9D5C5807-A132-4DFF-BDE4-88C634BA6DAA,0,108804009,NULL,Clinigen Healthcare LTD,NULL,N/A,6ml,1,Quarantine - Check codes (Quarantine - Report to QA/QC),18 x 10^6 IU,,0
773EDBFC-7B54-499B-92A1-88EBDA57F3B0,1,bbb182b1-d9b8-485d-8610-8ca5bff23ca0,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
25CBCC48-697C-43E1-8AAC-88FDD8D9D16D,0,74470007,NULL,Sandoz,NULL,N/A,N/A,1,Straight to Stock,2000 mg,AH-C05,0
CC341F57-5034-4D11-9E9A-895222629061,2,NULL,Red K with 1 black line labels (bag),Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
FBD03F43-EED0-49FB-A467-899011D5B045,0,89265009,NULL,Accord,NULL,100 mg/mL,1 mL,1,Straight to Stock,100 mg,,0
BC61D653-C8ED-4C99-9FDB-899FADE750CA,2,NULL,Violet patterned border with 1 black,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
60BB0DE3-ECBA-422F-AFFA-8A5491B8ED48,0,70702006,NULL,Hospira (Pfizer),NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
294AFAB6-C4DF-404E-ACF4-8AA135EB851A,0,62782004,NULL,Boehringer Ingleheim,NULL,0.15 mg/mL,1 mL,1,Straight to Stock,0.15 mg,,0
AFE89B94-1CD0-47CA-A0F3-8B1E22D6D7E4,1,b288c64b-ef47-48ab-abc3-bb97a7118d78,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
3D0338A8-34FF-4F53-A236-8B368416D8F2,1,a0fbf3d8-6055-4057-9dd9-f72863c9eda7,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-C03,0
13EA240B-4BFC-421F-A7BF-8BA185D3E42C,0,26800000,NULL,Hameln,NULL,5 mg/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),5 mg,,0
5C24EBE5-D285-4B0F-97A6-8BF14E3B9AA7,0,412329008,NULL,betapharm GmbH,NULL,N/A,N/A,1,Straight to Stock,100mg,,0
55E62B7E-1CE3-4F4F-A001-8C4132CF40B2,1,09ea28b0-8657-47f8-b1d7-d347e8da6f53,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
4F758E75-0A26-4FA9-9D65-8C4781F5D568,0,18134611000001108,NULL,Merck Sharp & Dohme Limited,NULL,N/A,N/A,1,Straight to Stock,50 mg,,0
239F1A14-A855-4B64-960B-8C4B785538EC,0,544002,NULL,Tillomed,NULL,N/A,N/A,1,Straight to Stock,50 mg,BH-B01,0
C70F7F82-1600-44BF-942E-8C62C1032CA8,1,670c0bd9-e69f-44f1-bbbd-8d42e58d9e2b,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AE-A03,0
787BA90F-9458-4D18-8411-8C7002D98379,0,108809006,NULL,Celltrion (german),NULL,10 mg/ml,50 ml,0,Straight to Stock,500 mg,,0
BB149BC8-104F-4F3F-B99C-8C763D70959C,0,60881009,NULL,Wockhardt,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),5 mg,,0
AF1F6A20-CB6C-40A2-B103-8C85DD53238B,0,89695009,NULL,Hospira (Pfizer),NULL,40 mg/mL,6 mL,1,Straight to Stock,240 mg,,0
0AE35DA4-046F-4B6A-8453-8C8A3B57FACE,0,57066004,NULL,TEVA,NULL,1 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
1A4C0C63-710A-4AA4-B19C-8CD46A4D5281,1,8de7fcb3-f908-468a-b752-df74d11837b7,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
652D24FB-9EBB-4EB8-BB4F-8CD789D21C79,0,108759002,NULL,Accord,NULL,10 mg/mL,60 mL,1,Straight to Stock,600 mg,,0
BF66FC49-4A21-4345-81F8-8CF1FD222D6F,0,1528001,NULL,Hospira,NULL,10 mg/mL,10 mL,1,Straight to Stock,100 mg,,0
446FFA64-A2D3-4E6C-936E-8D033879243F,0,427122002,NULL,Servier Laboratories Limited,NULL,N/A,N/A,1,Straight to Stock,29 mg,BL-B01,0
AE82F0A7-9455-405C-94DD-8D1F4F26274D,0,319810000,NULL,Teva,NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),1000 mg,,0
7742E4A9-2325-4139-89D0-8D86396C3EE3,2,NULL,Violet block with black border and 2 black lines (FLAG)  70mm x 90xx,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
5C40F472-15DB-4677-8CE9-8DF93B55A4F2,0,427812009,NULL,Napp Pharmaceuticals,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),25 mg,,0
30020DF3-ABAB-46DA-86B7-8E3BDDE0E486,1,4362d15d-787d-477c-aed2-fdcd8e82941c,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
E25ABCDD-FCA2-4BCE-A6CF-8E59885C6D98,0,1222003,NULL,Preston,NULL,1 mg/mL,1000 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),1000 mg,,0
274A67BE-2D42-42B2-ADAF-8E9096A22AA0,0,3822002,NULL,Mercury Pharma,NULL,50 mg/mL,2 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
B84C510A-EE16-45AC-AF34-8E931C918178,0,77750008,NULL,Medac,NULL,N/A,N/A,1,Straight to Stock,1000 mg,AJ-B08,0
5949B0B7-9ABF-4018-92EF-8EB6F5DEEB56,2,NULL,Salmon block with 2 black lines (FLAG),Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
AB7C3B01-D45E-4831-802B-8EC4E880FA98,1,1c5c81ee-8ac1-4e70-a1ce-fc940398aeca,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
C352B481-CBA9-4A07-9C87-8EE48B7E26F6,0,89695009,NULL,Teva,NULL,40 mg/mL,2 mL,0,Quarantine - Check codes (Straight to Stock),80 mg,AG-C03,0
87B89773-2D09-486D-8B2E-8F02F592BD02,0,35282001,NULL,Hospira (Pfizer),NULL,N/A,N/A,1,Straight to Stock," 100mg",BB-C01,0
223B325B-C763-4DCD-AEB4-8F43553B3902,1,68880a61-2b2f-4815-9c7f-0becd2dba5ac,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
74B653FA-E56E-44CD-95ED-8F641839F200,0,35282002,NULL,Napp Pharmaceuticals (CellTrion),NULL,N/A,N/A,1,Straight to Stock," 100mg",,0
3C98DB48-7B48-4AED-A89B-8F732B222286,0,1434006,NULL,Sanofi Aventis,NULL,N/A,N/A,1,Straight to Stock,60 mg,AC-A01,0
DDB6DB1C-D966-4F0A-A7A5-8F7906E9E192,1,08972ce5-1571-4ef3-9803-a5ab60e0f479,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,AA-C04,0
3F2FAD6C-2C93-48B2-AECA-8FC8639AC874,0,326774002,NULL,Medac,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),5000 mg,AK-B05,0
9D91443D-E8C8-4795-97A9-902AD373F185,0,84812008,NULL,Wockhardt,NULL,1000 IU/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),10000 IU,,0
C95D7900-DA2C-4AE5-AFBF-9030D9504A6C,1,3793a350-5b58-4204-afc5-e549b59760bd,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
6E2EE9D5-A034-4C4C-BDBA-905D20D38E28,1,4039c207-ea80-44c7-b8a2-86a151abd70d,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AL-A03,0
0A4D7EAF-E631-45B7-ADF2-90B16BBD0201,2,NULL,Violet block with 1 black line (STD)  100mm x 38mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
3371B53C-3653-4561-9027-910E369FF4F5,0,444609008,NULL,Roche,NULL,N/A,N/A,1,Straight to Stock,160 mg,BF-A01,0
AE063BE8-65FE-42C3-BA23-9114592A3486,2,NULL,Salmon block with 1 black line (BAG),Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
70CD94B4-D000-49CA-B3A1-91157080AD49,0,108821000,NULL,Baxter,NULL,100 mg/mL,4 mL,1,Straight to Stock,400 mg,AG-B05,0
3CEF8272-C0C5-4CC4-9899-9138040C65A9,0,1222003,NULL,Preston,NULL,2 mg/mL,500 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),1000 mg,,0
728BF949-BA2B-4415-B0BC-91B42FA09DBF,1,9ed833dd-e181-47d9-8fb5-ff5eb67915f1,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
54A62554-9F18-49A7-A5FF-91E268373DCD,1,745f65db-14bb-4457-896b-9e87f81fda65,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
